id,isbn13,name,author,publisher,book_edition,book_edition,book_language,book_binding,currency_code,price,weight,delivery_charge,quantity,discount,publishing_year,description,no_of_pages,image,cat_id
11570,9780198409700,"COMP ECONOMICS FOR IGCSE & O LEV 3/E",TITLEY,"OUP Oxford",NULL,NULL,English,"Mix MediaCD/DVD",INR,1750,"1kg 260g",NULL,50,5.00,"2018-06-04 05:30:00.000",NULL,504,9780198409700.jpg,0
11571,9780198425076,"CIE COMP IGCSE EXT MATH BK/WL 5E",RAYNER,"OUP Oxford",NULL,NULL,English,"Mix MediaCD/DVD",INR,1790,"1kg 60g",NULL,50,5.00,"2018-03-28 05:30:00.000",NULL,504,9780198425076.jpg,0
11572,9780198425236,"CIE COMP IGCSE/OL ACCOUNT 2E BK/WL",TITLEY,"OUP Oxford",NULL,NULL,English,"Mix MediaCD/DVD",INR,1590,"1kg 340g",NULL,50,5.00,"2018-03-26 05:30:00.000",NULL,504,9780198425236.jpg,0
11576,9780198835615,"STRATEGIC ADVERTISING MANAGEMENT 6E","PERCY ET AL","OUP Oxford",NULL,NULL,English,Paperback,INR,1255,978g,NULL,50,20.00,"2021-06-22 05:30:00.000",NULL,504,9780198835615.jpg,0
11577,9780199455263,"ARTICLE 370 (OIP)","A.G. NOORANI","Oxford University Press",NULL,NULL,English,Paperback,INR,595,450g,NULL,50,22.00,"2014-11-03 05:30:00.000","This book is a collection of documents on Article 370 of the Constitution of India, which contains provisions related to the state of Jammu & Kashmir. It provides new insights on the negotiations preceding its enactment, the significance of the Article, and the constitutional evolution of the State and its relationship with the Union of India from 1946 to 2010.",504,9780199455263.jpg,0
11578,9780198062578,"LEADERSHIP AND TEAM BUILDING","UDAY KUMAR HALDAR","Oxford University Press",NULL,NULL,English,Paperback,INR,1050,734g,NULL,50,5.00,"2010-05-24 05:30:00.000",NULL,508,9780198062578.jpg,0
11579,9780198072201,"FAMILY LAW   II P","AGNES, FLAVIA","Oxford University Press",NULL,NULL,English,Paperback,INR,750,568g,0.00,50,5.00,"2011-02-17 05:30:00.000","Family law in India has a complex legal structure where different religious communities are guided by their own personal laws, each of which historically evolved under various social, religious, political, and legal influences. In two comprehensive and lucid volumes, Flavia Agnes, a leading activist and advocate in the area,",508,9780198072201.jpg,0
11580,9780194317238,"OXF IDIOMS LEARNERS: PB",OXFORD,Oxford,NULL,NULL,English,Paperback,INR,425,465g,NULL,50,5.00,"2010-07-07 05:30:00.000","Over the last few decades, politics in India has moved steadily in a pro-business direction. This shift has important implications for both government and citizens. In Business and Politics in India, leading scholars of Indian politics have gathered to offer an analytical synthesis of this vast topic. Collectively, they cover the many strategies that businesses have used to exert their newfound power in recent times and organize the book around a few central concerns. They first analyze the nature of business power and how it shapes political change in India. Second, they look at the consequences of business' growing power on some important issue areas-labor, land, urban governance, and the media. Finally, they take account of regional variation and analyze state-business relations. This definitive account offers significant insights into how and why corporations have increased their power in contemporary Indian politics.",512,9780194317238.jpg,0
11581,9780194752046,"OXF LEARNER'S POC THESAURUS: PB","OXFORD DICTIONARIES",Oxford,NULL,NULL,English,Paperback,INR,185,180g,0.00,50,5.00,"2010-07-07 05:30:00.000",NULL,512,9780194752046.jpg,0
11582,9780195699647,"BUSINESS ETHICS","DANIEL ALBUQUERQUE","Oxford University Press",NULL,NULL,English,Paperback,INR,815,897g,0.00,50,5.00,"2010-03-17 05:30:00.000","The books aim to empower learners to think, communicate and express themselves fluently in English. The eight-level course presents a rich collection of extracts and selections from English literature, across genres, cultures and mediums, and creative, collaborative and exploratory activities for experiential English language learning.",512,9780195699647.jpg,0
11583,9780198078005,"REIMAGINING ASOKA","OLIVELLE, PATRICK, JANICE LEOSHKO, AND HIMANSHU PRABHA RAY","Oxford University Press",NULL,NULL,English,Hardback,INR,1350,706g,NULL,50,5.00,"2012-02-14 05:30:00.000","Jawaharlal Nehru, while adopting the cakra for the Indian national flag, famously described Asokaâ€™s reign as an â€˜international periodâ€™ in Indian history. This book studies the diverse legacies of Asokaâ€™s rule in India and the world. Written in light of advances made in archaeology, epigraphy, and numismatics in the past half century, these essays are linked by three underlying themes.",512,9780198078005.jpg,0
11584,9780198084563,"COMPUT FUND & PROG IN C 2E","PRADIP DEY & MANAS GHOSH","Oxford University Press",NULL,NULL,English,Paperback,INR,690,896g,0.00,50,3.00,"2013-06-10 05:30:00.000","Computer Fundamentals and Programming in C, 2e is designed to serve as a textbook for students of engineering (BE-BTech), computer applications (BCA-MCA), and computer science (BSc) for an introductory core course on computers and programming in C.",512,9780198084563.jpg,0
11585,9780198096733,"LIKING PROGRESS, LOVING CHANGE","RAKHSHANDA JALIL","Oxford University Press",NULL,NULL,English,Hardback,INR,1495,804g,NULL,50,5.00,"2014-02-20 05:30:00.000","The Progressive Writers’ Movement in India shaped the political consciousness of a large number of people with its unequivocal emphasis on the need for nation-building and social transformation. The stalwarts of Urdu literature—Faiz Ahmed Faiz, Ismat Chughtai, Kaifi Azmi, Krishan Chandar, Saadat Hasan Manto, Rashid Jahan, Ali Sardar Jafri—contributed prominently.",512,9780198096733.jpg,0
11587,9780198735830,"CONTEMPORARY POLITICAL PHIL 2E","WILL KYMLICKA","Oxford University Press",NULL,NULL,English,Paperback,INR,695,470g,NULL,50,14.00,"2014-09-23 05:30:00.000",NULL,512,9780198735830.jpg,0
11589,9780198748700,"HUMAN FACTOR C","BROWN, ARCHIE","OUP Oxford",NULL,NULL,English,Hardback,INR,895,762g,0.00,50,4.00,"2020-03-12 05:30:00.000",NULL,512,9780198748700.jpg,0
11590,9780198797364,"JAMES:COLLECTED GHOST STORIES OWCH:NCS C",.,"OUP Oxford",NULL,NULL,English,Hardback,INR,1100,594g,0.00,50,3.00,"2018-01-15 05:30:00.000",NULL,512,9780198797364.jpg,0
11591,9780198804468,"LAKE:SELECTED POEMS 2E OWC P","BLAKE, WILLIAM","OUP Oxford",NULL,NULL,English,Paperback,INR,599,352g,NULL,50,5.00,"2019-04-09 05:30:00.000",NULL,512,9780198804468.jpg,0
11593,9780198812968,"OXF ASSESS & PROG:CLIN MED 3E OXAP P","FURMEDGE, DAN","OUP Oxford",NULL,NULL,English,Paperback,INR,1100,220g,NULL,50,20.00,"2019-02-11 05:30:00.000",NULL,512,9780198812968.jpg,0
11594,9780198827498,"POPE WHO WOULD BE KING C","KERTZER, DAVID I.","OUP Oxford",NULL,NULL,English,Hardback,INR,1350,786g,NULL,50,7.00,"2018-07-09 05:30:00.000",NULL,512,9780198827498.jpg,0
11595,9780198831082,"OXF TEXTB COGN NEUROL & DEMENTIA OTCN P","HUSAIN,SCHOTT","OUP Oxford",NULL,NULL,English,Paperback,INR,4295,"1kg 380g",NULL,50,5.00,"2019-07-29 05:30:00.000",NULL,512,9780198831082.jpg,0
11598,9780198865483,"POLITICAL ECON HUNGER V1 WIDER EPZI P","DREZE,SEN","Oxford University Press",NULL,NULL,English,Paperback,INR,695,700g,NULL,50,5.00,"2020-02-24 05:30:00.000","This volume is the first of three addressing a wide range of policy issues relating to the role of public action in combating hunger and deprivation in the modern world. It deals with the background nutritional, economic, social, and political aspects of the problem of world hunger.",512,9780198865483.jpg,0
11599,9780199450664,"AFTER TIMUR LEFT","FRANCESCA ORSINI & SAMIRA SHEIKH","Oxford University Press",NULL,NULL,English,Hardback,INR,1450,722g,NULL,50,5.00,"2014-10-13 05:30:00.000","Timur invaded northern India in 1398 but returned to Samarkand a year later. In 1555 the Timurid emperor Humayun came back to India after being forced into exile in Persia and re-established Mughal rule in northern India. Between these two significant dates stretches an era largely consigned to oblivion—the ‘long’ fifteenth century.",512,9780199450664.jpg,0
11600,9780199457779,"THE URBAN IMPERATIVE","EDWARD GLAESER & ABHA JOSHI-GHANI (EDS)","Oxford University Press",NULL,NULL,English,Hardback,INR,1100,726g,NULL,50,22.00,"2015-01-12 05:30:00.000","For most of human history, people lived on the edge of survival. In the past two centuries, we have miraculously moved towards far greater prosperity through transformations, above all, in cities. Urbanization holds the potential of transforming the developing world. While the transition from farm to city is filled with economic, social, and political promises, urbanization also poses enormous challenges—the breakdown of public services, congestion, pollution, and crime.",512,9780199457779.jpg,0
11601,9780199458912,"ENVIRONMENTAL MANAGEMENT","AJITH SANKAR","Oxford University Press",NULL,NULL,English,Paperback,INR,1025,358g,NULL,50,19.00,"2015-06-29 05:30:00.000","Environmental Management is designed as a textbook for all postgraduate management students. The book will be useful for students specializing in environmental management, business and sustainability, and energy management.",512,"9780199458912,jpg",0
11602,9780199464852,"INTEGRATED MARKETING COMMUNICATIONS","KIRTI DUTTA","Oxford University Press",NULL,NULL,English,Paperback,INR,695,700g,0.00,50,5.00,"2016-12-26 05:30:00.000","Integrated Marketing Communications is a concise textbook designed to meet the needs of postgraduate management students specializing in marketing. With numerous industry examples, exhibits, and case studies, the book captures all aspects of marketing communications for readers to understand the processes and usage of effective communication",512,9780199464852.jpg,0
11603,9780199457496,"TECH.COMM.: PRINC.& PRACT, 3E","MEENAKSHI RAMAN AND SANGEETA SHARMA","Oxford University Press",NULL,NULL,English,Paperback,INR,699,738g,0.00,50,20.00,"2015-07-10 05:30:00.000","The third edition of Technical Communication: Principles and Practice is a comprehensive textbook specially designed to meet the needs of undergraduate students of engineering.",516,9780199457496.jpg,0
11604,9780199461158,"INSTITUTIONALIZING CONSTITUTIONAL RIGHTS","SHARIFF, ABUSALEH","Oxford University Press",NULL,NULL,English,Hardback,INR,1195,460g,NULL,50,5.00,"2016-04-25 05:30:00.000","The political discourse in India experienced a fundamental shift when the Sachar Committee Report revealed that despite the national and state governments’ minority development policies and programmes, the Muslim community was among the most deprived and backward, worse off than the scheduled castes and scheduled tribes, in most of the outcome indicators. Many new pro-poor and inclusive policies were introduced as a response to the recommendations of the report.",516,9780199461158.jpg,0
11605,9780198069942,"STUDIES IN MEDIEVAL INDIAN POLITY","HABIB, MOHAMMAD","Oxford University Press",NULL,NULL,English,Hardback,INR,1245,710g,0.00,50,7.00,"2015-11-09 05:30:00.000",NULL,517,9780198069942.jpg,0
11606,9780194422932,"LANG ASSES IN PRAC: PB","LYLE BACHMAN, ADRIAN PALMER","Oxford University Press",NULL,NULL,English,Paperback,INR,1315,775g,NULL,50,5.00,"2010-08-12 05:30:00.000","In the twenty-five years after 1989, the world enjoyed the deepest peace in history. In The Rise and Fall of Peace on Earth, the eminent foreign policy scholar Michael Mandelbaum examines that remarkable quarter century, describing how and why the peace was established and then fell apart. To be sure, wars took place in this era, but less frequently and on a far smaller scale than in previous periods. Mandelbaum argues that the widespread peace ended because three major countries -- Vladimir Putin's Russia in Europe, Xi Jinping's China in East Asia, and the Shia clerics' Iran in the Middle East -- put an end to it with aggressive nationalist policies aimed at overturning the prevailing political arrangements in their respective regions. The three had a common motive: their need to survive in a democratic age with their countries' prospects for economic growth uncertain. Mandelbaum further argues that the key to the return of peace lies in the advent of genuine democracy, including free elections and the protection of religious, economic, and political liberty. Yet, since recent history has shown that democracy cannot be imposed from the outside, The Rise and Fall of Peace on Earth has a dual message: while the world has a formula for peace, there is no way to ensure that all countries will embrace it.",520,9780194422932.jpg,0
11607,9780198070580,"TOGETHER THEY FOUGHT","GANDHI, MOHANDAS KARAMCHAND AND JAWAHARLAL NEHRU","Oxford University Press",NULL,NULL,English,Hardback,INR,1595,824g,0.00,50,7.00,"2011-09-05 05:30:00.000","Separated by age, custom, tradition, faith and beliefs, India’s ‘father of the nation’ and ?rst prime minister shared arguably the most important political partnership that modern India has or perhaps will ever witness.   Together They Fought presents about 500 letters, telegrams, messages and notes exchanged between Gandhi and Nehru in the nearly three decades from 1921 to 1948.",520,9780198070580.jpg,0
11608,9780198071471,"HANDBOOK OF GENDER","RAY, RAKA","Oxford University Press",NULL,NULL,English,Hardback,INR,1595,906g,NULL,50,5.00,"2011-12-28 05:30:00.000","The womenâ€™s movement of the 1970s and the study of gender emerged together in India. Today, feminist scholars and activists continue to re-theorize gender as well as its relationship to Indian history. They also remain at the forefront of critiques of Eurocentric theorization and of understanding the effects of globalization on gender.",520,9780198071471.jpg,0
11612,9780199455287,"INDIA'S CHILDREN","RUSTAGI, SUBRAHMANIAN, SHIVA KUMAR","Oxford University Press",NULL,NULL,English,Hardback,INR,1195,742g,NULL,50,5.00,"2015-02-27 05:30:00.000","Children are individuals born with indivisible and inalienable human rights. They belong to families and communities that need to have access to appropriate resources, services, and capacities required to ensure realization of these rights.",520,9780199455287.jpg,0
11613,9780199461868,"CHANGING VILLAGE IN INDIA","HIMANSHU, PRAVEEN JHA, AND GERRY RODGERS","Oxford University Press",NULL,NULL,English,Hardback,INR,1550,720g,NULL,50,5.00,"2016-02-01 05:30:00.000",NULL,520,9780199461868.jpg,0
11614,9780199466702,"DIVIDED WE GOVERN","SANJAY RUPARELIA","Oxford University Press",NULL,NULL,English,Hardback,INR,995,740g,NULL,50,5.00,"2016-01-04 05:30:00.000",NULL,520,9780199466702.jpg,0
11615,9780199451302,"SELECTED WORKS OF JAWAHALAL NEHRU, 55","MADHAVAN K. PALAT","Oxford University Press",NULL,NULL,English,Hardback,INR,1195,"1kg 30g",NULL,50,7.00,"2014-05-20 05:30:00.000",NULL,521,9780199451302.jpg,0
11617,9780199457564,"SELECTED WORKS OF JAWAHARLAL NEHRU, 59","MADHAVAN K. PALAT","Oxford University Press",NULL,NULL,English,Hardback,INR,1250,230g,NULL,50,19.00,"2015-02-16 05:30:00.000","The Selected Works of Jawaharlal Nehru has established its position as the single most important, authoritative, and reliable source on Nehru's life, work, and thought. It is indispensable to the scholar, fascinating to the layperson, and at times something of a primer in politics, democracy, and world affairs, as Nehru intended his periodic letters to his chief ministers to be.",525,9780199457564.jpg,0
11618,9780195678796,"ESSENTIAL ENGLISH-ENGLISH-HINDI DICT",OXFORD,Oxford,NULL,NULL,English,Paperback,INR,225,500g,0.00,50,15.00,"2005-10-31 05:30:00.000","In the twenty-five years after 1989, the world enjoyed the deepest peace in history. In The Rise and Fall of Peace on Earth, the eminent foreign policy scholar Michael Mandelbaum examines that remarkable quarter century, describing how and why the peace was established and then fell apart. To be sure, wars took place in this era, but less frequently and on a far smaller scale than in previous periods. Mandelbaum argues that the widespread peace ended because three major countries -- Vladimir Putin's Russia in Europe, Xi Jinping's China in East Asia, and the Shia clerics' Iran in the Middle East -- put an end to it with aggressive nationalist policies aimed at overturning the prevailing political arrangements in their respective regions. The three had a common motive: their need to survive in a democratic age with their countries' prospects for economic growth uncertain. Mandelbaum further argues that the key to the return of peace lies in the advent of genuine democracy, including free elections and the protection of religious, economic, and political liberty. Yet, since recent history has shown that democracy cannot be imposed from the outside, The Rise and Fall of Peace on Earth has a dual message: while the world has a formula for peace, there is no way to ensure that all countries will embrace it.",526,9780195678796.jpg,0
11619,9780198818403,"CRIMINAL PROCESS 5E P","ASHWORTH,REDMAYNE","OUP Oxford",NULL,NULL,English,Paperback,INR,2100,800g,NULL,50,22.00,"2019-07-15 05:30:00.000",NULL,526,9780198818403.jpg,0
11620,9780194398701,"OXF LEARNER'S PKT ENG DICTIONARY,4E",DICT,Oxford,NULL,NULL,English,Paperback,INR,185,190g,0.00,50,5.00,"2008-06-25 05:30:00.000","The course, broadly based on the guidelines provided in the National Curriculam Framework for School Education, 2005, attempts to meet the diverse needs of learners at the primary level. It is carefully designed to help learners understand different concepts in a simple and child-friendly way. The key features of the course have been designed primarily to make learning a jouyful experience, while providing opportunities for achieveing the desired learning outcomes.",528,9780194398701.jpg,0
11621,9780198065289,"PROG IN C 2/E","PRADIP DEY & MANAS GHOSH",Oxford,NULL,NULL,English,Paperback,INR,675,"1kg 60g",0.00,50,9.00,"2011-09-30 05:30:00.000",NULL,528,9780198065289.jpg,0
11622,9780198076667,"DADABHAI NAOROJI","S.R. MEHROTRA AND DINYAR PATEL","Oxford University Press",NULL,NULL,English,Hardback,INR,1495,880g,0.00,50,5.00,"2016-09-02 05:30:00.000","Dadabhai Naoroji (1825–1917), popularly known as the ‘Grand Old Man of India’, was thrice elected president of the Indian National Congress. In 1892, he became the first Indian to be elected to the British House of Commons. He was one of the primary advocates of Swaraj, or self-rule, for India. Naoroji’s most lasting contribution to Indian nationalism was his exposition of the exploitative nature of British colonialism through his ‘drain theory’.",528,9780198076667.jpg,0
11623,9780198083528,"EARTHQUAKE RESIST DES STRUCT 2E","SHASHIKANT K. DUGGAL",Oxford,NULL,NULL,English,Paperback,INR,875,620g,50.00,50,22.00,"2013-09-19 05:30:00.000","This text is designed for undergraduate students of civil engineering. It explains the different sources of damage that can be triggered by an earthquake as well as the earthquake-resistant design concepts.",528,9780198083528.jpg,0
11624,9780198702382,"1917:WAR PEACE & REVOLUTION C",STEVENSON,"OUP Oxford",NULL,NULL,English,Hardback,INR,1195,933g,NULL,50,5.00,"2017-10-16 05:30:00.000",NULL,528,9780198702382.jpg,0
11627,9780198798330,"BRAINWASHING REV ED OLS P","TAYLOR, KATHLEEN","OUP Oxford",NULL,NULL,English,Paperback,INR,795,382g,NULL,50,5.00,"2017-03-07 05:30:00.000",NULL,528,9780198798330.jpg,0
11628,9780198799573,"PERFORMANCE & PROGRESS P","RANGAN, SUBRAMANIAN","OUP Oxford",NULL,NULL,English,Paperback,INR,1895,864g,NULL,50,13.00,"2017-07-10 05:30:00.000",NULL,528,9780198799573.jpg,0
11629,9780198838050,"HOW LIVES CHANGE EPZI C","HIMANSHU, LANJOUW, & STERN","Oxford University Press",NULL,NULL,English,Hardback,INR,795,871g,NULL,50,6.00,"2018-11-12 05:30:00.000","Development economics is about understanding how and why lives change. How Lives Change: Palanpur, India, and Development Economics studies a single village in a crucially important country to illuminate the drivers of these changes, why some people do better or worse than others, and what influences mobility and inequality.",528,9780198838050.jpg,0
11631,9780199456703,"SANITATION LAW AND POLICY IN INDIA","PHILIPPE CULLET & LOVLEEN BHULLAR","Oxford University Press",NULL,NULL,English,Hardback,INR,1195,718g,NULL,50,22.00,"2015-09-28 05:30:00.000","For the longest time, sanitation received little attention from Indian policymakers and lawyers. However, the past couple of decades have witnessed a significant change in the manner in which sanitation is viewed in the country.",532,9780199456703.jpg,0
11632,9780199457618,"CASES ON MUSLIM LAW OF IND., PAK, & BANG","ALAMGIR MUHAMMAD SERAJUDDIN","Oxford University Press",NULL,NULL,English,Hardback,INR,995,724g,NULL,50,22.00,"2015-08-24 05:30:00.000",NULL,532,9780199457618.jpg,0
11633,9780199460830,"SPECIAL CATEGORY STATES OF INDIA","GOVIND BHATTACHARJEE","Oxford University Press",NULL,NULL,English,Hardback,INR,1195,688g,NULL,50,5.00,"2016-01-21 05:30:00.000",NULL,532,9780199460830.jpg,0
11634,9780198788232,"OHB OF MEANINGFUL WORK C","YEOMAN, RUTH","OUP Oxford",NULL,NULL,English,Hardback,INR,7995,"1kg 100g",NULL,50,5.00,"2019-02-11 05:30:00.000",NULL,534,9780198788232.jpg,0
11636,9780195390483,"OHB OF LIFELONG LEARNING","MANUEL LONDON","Oxford University Press",NULL,NULL,English,Hardback,INR,7500,"1kg 80g",15.00,50,5.00,"2011-06-15 05:30:00.000",NULL,536,9780195390483.jpg,0
11638,9780199324491,"CRITICAL THINKING IN CLINICAL RESEARCH P",FREGNI,"OUP USA",NULL,NULL,English,Paperback,INR,4700,884g,NULL,50,5.00,"2019-07-29 05:30:00.000",NULL,536,9780199324491.jpg,0
11639,9780199458325,"ENGAGING THE WORLD","GANGULY, SUMIT","Oxford University Press",NULL,NULL,English,Hardback,INR,1045,717g,0.00,50,5.00,"2015-12-21 05:30:00.000",NULL,538,9780199458325.jpg,0
11640,9780198085560,"ART & PRINT PRODN 2E","N. N. SARKAR","Oxford University Press",NULL,NULL,English,Paperback,INR,1000,720g,0.00,50,6.00,"2013-05-13 05:30:00.000","The second edition of Art and Print Production has been specially designed to meet the needs of undergraduate and postgraduate degree-diploma students of various mass communication, printing, and design courses. The text focuses on print communication and is holistic and exhaustive in its approach and treatment.",540,9780198085560.jpg,0
11641,9780199450688,"DEBATING VIVEKANANDA","A. RAGHURAMARAJU","Oxford University Press",NULL,NULL,English,Hardback,INR,1250,680g,NULL,50,20.00,"2014-10-13 05:30:00.000","By conferring titles such as Swami, Yogi, Mahatma, Maharshi, Gurudev or Baba, the Indian society has transformed several writers and thinkers of modern India into icons.",542,9780199450688.jpg,0
11642,9780190120795,"URDU GHAZAL C","Narang,Gopi Chand; Deol,Surinder  (TR.)","OUP India",NULL,NULL,English,Hardback,INR,1295,682g,40.00,50,22.00,"2020-02-03 05:30:00.000","The causes and consequences of terrorism are matters of considerable debate and great interest. Spectacular events are recognized by their dates, including the 9/11 attacks in New York and Washington and the 7/7 London bombings",544,9780190120795.jpg,0
11643,9780194317337,"OXF.LEARN. POC.DICT. OF BUSINESS ENGLISH","OXFORD UNIVERSITY PRESS","Oxford University Press",NULL,NULL,English,Paperback,INR,215,195g,38.00,50,16.00,"2008-10-14 05:30:00.000","How do societies negotiate the apparently competing agendas of environmental protection and social justice? Why do some countries perform much better than others on this front?",544,9780194317337.jpg,0
11644,9780198072027,"SALES MANAGEMENT","PRADIP MALLIK","Oxford University Press",NULL,NULL,English,Book,INR,725,746g,50.00,50,22.00,"2011-05-09 05:30:00.000","Sales Management is a comprehensive textbook specially designed to meet the requirements of management students specializing in marketing. It explains the theoretical and practical aspects of sales management through numerous industry examples, case studies, exhibits, and illustrations.",544,9780198072027.jpg,0
11645,9780198709718,"CRIME & PUNISHMENT P OWC","DOSTOEVSKY, FYODOR","OUP Oxford",NULL,NULL,English,Paperback,INR,349,370g,NULL,50,5.00,"2019-05-20 05:30:00.000",NULL,544,9780198709718.jpg,0
11646,9780198716594,"SCOTT:WAVERLEY 2E OWCN:NCS P","WALTER SCOTT","Oxford University Press",NULL,NULL,English,Paperback,INR,649,378g,NULL,50,5.00,"2015-05-15 05:30:00.000",NULL,544,9780198716594.jpg,0
11648,9780198735304,"OXF DICT OF PHILOSOPHY 3E OQR:NCS P","SIMON BLACKBURN","Oxford University Press",NULL,NULL,English,Paperback,INR,499,320g,0.00,50,16.00,"2016-04-11 05:30:00.000",NULL,544,9780198735304.jpg,0
11649,9780198736424,"DICT OF MARKETING 4E OQR:NCS P","CHARLES DOYLE","Oxford University Press",NULL,NULL,English,Paperback,INR,799,395g,NULL,50,22.00,"2016-05-09 05:30:00.000","A Dictionary of Marketing is an accessible and wide-ranging A-Z, providing over 2,500 entries on topics spanning terms for traditional marketing techniques (from strategy, positioning, segmentation, and branding, to all aspects of marketing planning, research, and analysis), as well as leading marketing theories and concepts.",544,9780198736424.jpg,0
11652,9780198796688,"DICT SOC WORK & SOCIAL CARE 2E OQR:NCS P","JOHN HARRIS & VICKY WHITE","OUP Oxford",NULL,NULL,English,Paperback,INR,699,392g,NULL,50,5.00,"2018-01-15 05:30:00.000",NULL,544,9780198796688.jpg,0
11655,9780198825616,"FUTURE POLITICS C","JAMIE SUSSKIND","OUP Oxford",NULL,NULL,English,Hardback,INR,595,831g,NULL,50,5.00,"2018-10-01 05:30:00.000",NULL,544,9780198825616.jpg,0
11656,9780198832355,"OHB LEARNING ORGANIZATION OHBK C","Örtenblad, Anders","OUP Oxford",NULL,NULL,English,Hardback,INR,7500,"1kg 120g",NULL,50,22.00,"2020-01-03 05:30:00.000",NULL,544,9780198832355.jpg,0
11657,9780198854777,"SETT UP COMM HEALTH DEV PROG 4E EPZI P","LANKESTER & J. GRILLS","Oxford University Press",NULL,NULL,English,Paperback,INR,995,295g,NULL,50,10.00,"2019-08-19 05:30:00.000","A majority of people living in rural areas and urban slums worldwide have minimal access to healthcare. Without information about what to give a child with stomach flu, how to relieve the pain of a broken bone, and how to work against increased substance abuse in a village, the whole community suffers.",544,9780198854777.jpg,0
11659,9780199219766,"GREAT EXPECTATIONS NEW ED OWC: PB","CHARLES DICKENS, MARGARET CARDWELL, ROBERT DOUGLAS-FAIRHURST","Oxford University Press",NULL,NULL,English,Paperback,INR,299,315g,0.00,50,4.00,"2010-08-12 05:30:00.000",NULL,544,9780199219766.jpg,0
11660,9780199228171,"HISTORY OF REBELLION OWC: PB","EDWARD HYDE, EARL OF CLARENDON, PAUL SEAWARD, PAUL SEAWARD","Oxford University Press",NULL,NULL,English,Paperback,INR,499,395g,NULL,50,2.00,"2010-04-07 05:30:00.000",NULL,544,9780199228171.jpg,0
11661,9780199457465,"THE FERINGHEES","HAMILTON, ELIZABETH","Oxford University Press",NULL,NULL,English,Paperback,INR,1695,652g,NULL,50,5.00,"2016-01-21 05:30:00.000",NULL,544,9780199457465.jpg,0
11662,9780199463732,"COMPUTER FUNDAMENTALS & PROG IN C 2E","REEMA THAREJA","Oxford University Press",NULL,NULL,English,Paperback,INR,625,1kg,0.00,50,7.00,"2016-06-27 05:30:00.000","This second edition of Computer Fundamentals and Programming in C is designed as a textbook for the undergraduate students of engineering, computer science, and computer applications. The book provides a thorough coverage of all the fundamental concepts related to computer science and C programming. The book is divided in two parts.",544,9780199463732.jpg,0
11663,9780199457359,"SELECTED WORKS OF JAWAHARLAL NEHRU, 58","MADHAVAN K. PALAT","OUP India",NULL,NULL,English,Hardback,INR,1250,230g,NULL,50,16.00,"2015-01-21 05:30:00.000",NULL,545,9780199457359.jpg,0
11665,9780198065432,"DISCRETE MATHEMATICS","S. CHAKRABORTY, B.K. SARKAR","Oxford University Press",NULL,NULL,English,Paperback,INR,810,812g,NULL,50,5.00,"2010-12-15 05:30:00.000",NULL,552,9780198065432.jpg,0
11666,9780198092346,"DEMOCRACY, SUSTAINABLE DEVELOPMENT","AKMAL HUSSAIN AND MUCHKUND DUBEY","Oxford University Press",NULL,NULL,English,Hardback,INR,1850,952g,NULL,50,13.00,"2014-05-30 05:30:00.000","A participatory democracy that engenders social cohesion helps promote economic development. Persistent mass poverty and economic disparities, however, are constraints to fulfilling such a vision of democracy among the nations of South Asia—a region which is at a conjunctural moment in its history. The book examines, in the context of South Asia, four interrelated dimensions that constitute the central policy challenges of our time:",552,9780198092346.jpg,0
11667,9780198754008,"PSYCHIATRY 5E P","MCKNIGHT ET AL","OUP Oxford",NULL,NULL,English,Paperback,INR,2100,"1kg 60g",0.00,50,10.00,"2019-07-15 05:30:00.000",NULL,552,9780198754008.jpg,0
11668,9780198800705,"EVERYDAY CRYPTOGRAPHY FUNDAMENTALS AND P",MARTIN,"Oxford University Press",NULL,NULL,English,Paperback,INR,620,720g,NULL,50,4.00,"2016-09-20 05:30:00.000","Cryptography is a vital technology that underpins the security of information in computer networks. This book presents a comprehensive introduction to the role that cryptography plays in providing information security for technologies such as the Internet, mobile phones, payment cards, and wireless local area networks.",552,9780198800705.jpg,0
11671,9780195668056,"PROCESS PLANT SIMULATION","BABU, B. V.","Oxford University Press",NULL,NULL,English,Paperback,INR,670,776g,NULL,50,5.00,"2004-03-15 05:30:00.000",NULL,555,9780195668056.jpg,0
11672,9780198809913,"OHB MEDIA, TECH & ORG STUDIES OHBK C","BEYES, TIMON","OUP Oxford",NULL,NULL,English,Hardback,INR,7500,"1kg 90g",NULL,50,22.00,"2020-01-20 05:30:00.000","Our most basic relationship with the world is one of technological mediation. Nowadays our available tools are digital, and increasingly what counts in economic, social, and cultural life is what can be digitally stored, distributed, replayed, augmented, and switched.",558,9780198809913.jpg,0
11673,9780195692303,"BIOINFORMATICS:PRINCIPLES & APPLICATIONS","ZHUMUR GHOSH & BIBEKANAND MALLICK","OUP India",NULL,NULL,English,Paperback,INR,925,820g,0.00,50,22.00,"2008-04-30 05:30:00.000","The causes and consequences of terrorism are matters of considerable debate and great interest. Spectacular events are recognized by their dates, including the 9/11 attacks in New York and Washington and the 7/7 London bombings",560,9780195692303.jpg,0
